Notice_ID,Title,Reference,UN_Organization,Published_Date,Deadline,Type,Country,Sustainability,Beneficiary_Country,Contact_Name,Contact_Email,Contact_Address,UNSPSC_Codes,Documents,Description,Detail_URL
288607,"Facilitation of Inclusive Agribusiness & Inno. Training for Youth WCR ,GBA, LRR",UNDP-GMB-00515,UNDP,13-Jan-2026,14-Jan-2026 16:20 (GMT -5.00),Call for individual consultants,Gambia,No,"countries or territories:
Gambia","Email address:
procurement.gm@undp.org
Surname:
Procurement Team Gambia",procurement.gm@undp.org,,,,"Country: The Gambia Description of the Assignment: Facilitator to lead the design and delivery of inclusive, participatory training and pitching sessions that strengthen youth capacity in agribusiness, innovation, storytelling, and pitching. • Lot 1: WCR & GBA • Lot 2: LRR & GBA Period of assignment/services (if applicable): 5 working days Proposal should be submitted directly in the portal no later than indicated deadline. Any request for clarification must be sent in writing via messaging functionality in the portal. UNDP will respond in writing including an explanation of the query without identifying the source of inquiry. Please indicate whether you intend to submit a bid by creating a draft response without submitting directly in the system. This will enable the system to send notifications in case of amendments of the tender requirements. Should you require further clarifications, kindly communicate using the messaging functionality in the system. Offers must be submitted directly in the system following this link: http://supplier.quantum.partneragencies.org using the profile you may have in the portal. In case you have never registered before, you can register a profile using the registration link shared via the procurement notice and following the instructions in guides available in UNDP website: https://www.undp.org/procurement/business/resources-for-bidders. Do not create a new profile if you already have one. Use the forgotten password feature in case you do not remember the password or the username from previous registration.",https://www.ungm.org/Public/Notice/288607
287673,Servicios de Mudanza y Traslado de equipos y vehículos de INADEH,UNDP-PAN-00836,UNDP,22-Dec-2025,14-Jan-2026 17:00 (GMT -5.00),Request for quotation,Panama,No,"countries or territories:
Panama","Email address:
adquisiciones.pa@undp.org
Surname:
Unidad de adquisiciones",adquisiciones.pa@undp.org,,,,"Estimados Señores/as: Reciban un saludo cordial del Programa de las Naciones Unidas para el Desarrollo (PNUD), le invita a participar del proceso con número de referencia: UNDP-PAN-00836, SDC, ""Traslado de equipos y vehículos del taller de mecánica automotriz del INADEH Tocumen hacia INADEH Mañanitas, Bodegas Logísticas en Zona Uno, bodega en Panamá Este y posterior traslado y reinstalación de equipos de tornería y horno en INADEH Penonomé."" Las ofertas deberán presentarse antes de la hora límite de la fecha de cierre indicada directamente en el Portal Sistema Quantum, según se indica en el pliego de condiciones, siguiendo las instrucciones de la guía de usuario disponible, si tiene una cuenta, inicie sesión en este enlace, arriba indicado, usando su correo electrónico de usuario y contraseña. No cree un nuevo perfil si ya tiene uno. Utilice la función de contraseña olvidada en caso de que no recuerde la contraseña o el nombre de usuario del registro anterior. En caso de que nunca se haya registrado antes, puede registrar un perfil utilizando el enlace de registro compartido a través del aviso de contratación y siguiendo las instrucciones de las guías disponibles en el sitio web del PNUD. Si tiene intención de presentar una oferta, indíquelo creando una respuesta en borrador dentro de la negociación. Esto permitirá que el sistema envíe notificaciones en caso de modificaciones de los requisitos de la solicitud de cotización. Si necesita resolver aclaraciones/consultas/dudas, por favor comuníquese utilizando la función de mensajería del sistema dentro de la negociación, dentro del Portal Supplier Sistema Quantum puede buscar la negociación específica utilizando filtros de búsqueda. Si necesita soporte con el sistema en línea, puede comunicarse con al correo de: adquisiciones.pa@undp.org indicando el número de referencia del proceso. Esperamos sus ofertas, Atentamente, Unidad de Adquisiciones Programa de las Naciones Unidas para el Desarrollo Oficina de País de Panamá.",https://www.ungm.org/Public/Notice/287673
288281,Evento Comunidad de Práctica 18 al 21 de enero Bogota,UNW-COL-2025-00148,UN-Women,07-Jan-2026,14-Jan-2026 17:30 (GMT -5.00),Request for quotation,Colombia,No,"countries or territories:
Colombia","Email address:
Onumujeres.adquisiciones@unwomen.org
Surname:
Procurement UN Women Colombia",Onumujeres.adquisiciones@unwomen.org,,,,"Estimado Sr./Sra, La Entidad de las Naciones Unidas para la Igualdad de Género y el Empoderamiento de las Mujeres, en lo sucesivo ONU Mujeres, invita por la presente a los posibles proveedores a que presenten oferta(s) de conformidad con los documentos de Solicitud de Cotización (RFQ), incluidas las Condiciones Generales de Contratación (CGC) y los términos establecidos en la presente cotización (RFQ). Proveedores existentes: Acceda al portal de proveedores de Quantum (http://supplier.quantum.partneragencies.org/) para iniciar sesión en el sistema. Nuevos proveedores: Si está viendo este anuncio en UNGM, haga clic en la pestaña ""Enlaces"" >> ""Supplier Registration"" >> ""Abrir el enlace"" y será redirigido a la página de registro del Portal de proveedores de Quantum. Para ver el pliego de condiciones, haga clic en la pestaña ""Enlaces"" >> ""Negotiation Document(s)"" >> ""Abrir el enlace"". Por favor, asegúrese de navegar a ""Please click on this link before accessing the Negotiation Document(s) link"" - esta acción debe hacerse una vez para permitir el acceso a los pliegos de condiciones. Para más información, consulte el “UN Women Quantum supplier guideline”.",https://www.ungm.org/Public/Notice/288281
288410,"Request for Quotation (RFQ) to supply, delivery and installation and commissioning of 12V 100 Ah Maintenance Free batteries with necessary DC cables.",ILOKTM-RFQ-2026-001,ILO,09-Jan-2026,14-Jan-2026 17:30 (GMT 5.45),Request for quotation,Nepal,No,"countries or territories:
Nepal",,,,,RFQ_Template.pdf; Download all documents,"The ILO Country Office in Nepal invites interested suppliers to submit the Quotation to supply, delivery and installation and commissioning of 12V 100 Ah Maintenance Free batteries with necessary DC cables and connectors to be connected to our existing 40 KVA Delta online UPS at the ILO CO-Kathmandu. Vendors are required to quote a separate buy-back price for the old batteries listed in ANNEX-I and the value should be clearly mentioned in the financial quote. The total payable amount shall be calculated after adjusting the buy-back value against the quoted price for new batteries, delivery, and installation at the ILO CO-Kathmandu, Dhobighat, Nayabato, Lalitpur. Interested suppliers are requested to submit a quotation for the same as per attached Request for Quotation (RFQ) Template. Suppliers must fill out the RFQ template while ensuring strict compliance with instructions set out in the Terms and Conditions applicable to ILO contracts (see Annex I and III, in Request for Quotation). The RFQ template should be accompanied by filled out Certification Form signed by authorized legal representative of the company and affixed with company seal (see Annex II, in Request for Quotation Template). Please also include one copy of company registration certificate, VAT registration certificate, updated tax clearance certificate and authorized dealership certificate (if any). RFQ forms should be addressed to The Director, ILO Country Office for Nepal, Nayabato, Lalitpur, and submitted on or before 17:30 hrs [Time zone: Nepal GMT+5:45], Wednesday, 14 January 2026 to KTM_PROCUREMENT@ilo.org. This request for quotation requires that bid be submitted via E-mail only, any offer received after the deadline specified above will not be considered.",https://www.ungm.org/Public/Notice/288410
286877,SDP-024-2025 Consultoría para plataforma web de turismo comunitario,UNDP-MEX-00536,UNDP,10-Dec-2025,14-Jan-2026 19:00 (GMT -5.00),Request for proposal,Mexico,No,"countries or territories:
Mexico","Email address:
licitaciones@undp.org
Surname:
Unidad de Adquisiciones",licitaciones@undp.org,,00100949,,"Descripción de la Consultoría: Servicios de consultoría para el diseño y operación de una plataforma web responsiva sobre turismo comunitario y biocultural. Duración estimada: 5 meses Fecha de inicio: enero 2026 Fecha de término: junio 2026 Número y Título del Proyecto: 00100949 Conservación de la Biodiversidad en el Sector Turístico con énfasis en Ecosistemas Costeros Objetivo: Desarrollar una plataforma web responsiva que permita la visualización, exploración y promoción de la oferta de turismo comunitario y biocultural. Que incluya el diseño de la plataforma, host, almacenamiento y mantenimiento (considerar especificaciones del ANEXO A) Nombre del Supervisor: Unidad Coordinadora del Proyecto (UCP) y SECTUR. Descripción de Viajes: 1.Deberán ser considerados en la propuesta técnica y económica: Todos los gastos de viaje (viáticos, pasajes, traslados) previstos deberán incluirse en la propuesta económica. Esto incluye todos los viajes para incorporarse a estaciones de trabajo/repatriación. En general, PNUD no aceptará costos de viaje que excedan a los boletos de clase económica. Si un consultor individual desea viajar en una clase más alta, los gastos correrán por su cuenta. En caso de viajes no previstos, el pago de los costos del viaje incluyendo boletos, hospedaje y gastos de traslado, deberá acordarse entre la unidad de negocio respectiva y el consultor individual antes de viajar y será reembolsado. Destino: Ciudad de México, con una duración de 2 días. (Consultar los términos de referencias) Lugar de trabajo: A distancia. Forma de Pago: 2 pagos, contra entrega y aceptación de los productos/servicios de la UCP y SECTUR. Dedicación: Tiempo completo Al preparar su cotización, guíese por las instrucciones y datos de la SDC. Tenga en cuenta que las ofertas deben enviarse utilizando el Anexo 2: Formulario de presentación de oferta y el Anexo 3 Oferta Técnica y Financiera, directamente en la plataforma Quantum, en la fecha y hora indicadas en la plataforma Quantum. En caso de discrepancia entre el plazo del sistema y el indicado en otro lugar, prevalecerá el plazo del sistema. Es su responsabilidad asegurarse de que su oferta se envíe antes de la fecha límite. Las ofertas recibidas después de la fecha límite de presentación o por fuera de la plataforma Quantum, por cualquier motivo, no serán consideradas para evaluación. Si ya tiene una cuenta, inicie sesión en este enlace: http://supplier.quantum.partneragencies.org/ usando su nombre de usuario (correo) y contraseña. Utilice la función de contraseña/nombre de usuario olvidados si no los recuerda. En caso de que nunca se haya registrado antes, puede registrar un perfil utilizando el enlace de registro dentro de la guía ""Registro de proveedores en QUANTUM Prospective"". No cree un nuevo perfil si ya tiene uno. Se adjunta guía de cómo presentar ofertas en Quantum. Gracias y quedamos a la espera de su cotización. UNIDAD DE ADQUISICIONES PNUD MÉXICO",https://www.ungm.org/Public/Notice/286877
288021,FOR SUPPLY AND DELIVERY OF GUESTHOUSE ITEMS TO UNHCR OFFICES IN KHARTOUM AND PORT SUDAN,ITB/HCR/PZU/2025/10,UNHCR,31-Dec-2025,14-Jan-2026 23:58 (GMT 2.00),Invitation to bid,Sudan,No,"countries or territories:
Sudan",,,,,Annex G - UN Supplier Code of Conduct.pdf; Annex G - UN Supplier Code of Conduct - Arabic.pdf; Annex F - General Conditions of Contract- Goods and Services F.pdf; Annex E - Vendor Registration Form English Rev Jun 2018.pdf; ITB-HCR-PZU-2025-10.pdf; Annex C - Technical Evaluation Criteria.xlsx; Annex A - List of UNHCR Requirements and Specifications - Guesthouse Items.xlsx; Annex B - Financial Offer Form - Guesthouse Items.xlsx; Download all documents,FOR SUPPLY AND DELIVERY OF GUESTHOUSE ITEMS TO UNHCR OFFICES IN KHARTOUM AND PORT SUDAN,https://www.ungm.org/Public/Notice/288021
288022,FOR SUPPLY AND DELIVERY OF GYM EQUIPMENT TO UNHCR OFFICE IN KHARTOUM,ITB/HCR/PZU/2025/11,UNHCR,31-Dec-2025,14-Jan-2026 23:59 (GMT 2.00),Invitation to bid,Sudan,No,"countries or territories:
Sudan",,,,,Annex G - UN Supplier Code of Conduct.pdf; Annex G - UN Supplier Code of Conduct - Arabic.pdf; Annex F - General Conditions of Contract- Goods and Services F.pdf; Annex E - Vendor Registration Form English Rev Jun 2018.pdf; ITB-HCR-PZU-2025-11.pdf; Annex C - Technical Evaluation Criteria.xlsx; Annex B - Financial Offer Form - GYM.docx; Annex A - List of UNHCR Requirements and Specifications - GYM.docx; Download all documents,FOR SUPPLY AND DELIVERY OF GYM EQUIPMENT TO UNHCR OFFICE IN KHARTOUM,https://www.ungm.org/Public/Notice/288022
287260,"LRPS 2025-9201766 : RECRUTEMENT D'UNE ENTREPRISE OU D'UN CABINET CHARGÉ DE RÉALISER UNE ÉTUDE SUR LES SOURCES D""EAU PROFONDE",LRPS 2025 9201766,UNICEF,16-Dec-2025,14-Jan-2026 23:59 (GMT 3.00),Request for proposal,Madagascar,No,"countries or territories:
Madagascar","Email address:
acabreraclerget@unicef.org
First name:
Ravoavy
Surname:
Andrianaivo
Telephone country code:
Madagascar (+261)
Telephone number:
261202320093",acabreraclerget@unicef.org,,,,"UNICEF a publié une Demande de proposition pour le recrutement d'une entreprise ou cabinet chargé de realiser une etude sur les sources d'eau profonde Cet Appel d'Offre est publié dans la plateforme de soumission électronique appelé ""In-Tend"". En cliquant sur le bouton bleu ""Manifester son intérêt"" dans les opportunités commerciales, les instructions pour les soumissionnaires dans la plateforme In-Tend (incluant les instructions sur comment accéder aux différents documents du DAO et sur comment procéder à la soumission des offres) seront automatiquement envoyées par e-mail à la personne désignée comme personne contact lors de votre enregistrement sur UNGM. Les Instructions pour les soumissionnaires sont aussi disponibles dans la page : https://www.unicef.org/supply/index_procurement_policies.html. Dans la fenêtre « Tender Management », si vous naviguez dans l’onglet « Documents » et vous cliquez sur le bouton « Opt in » pour confirmer votre manifestation d’intérêt, vous allez voir les documents obligatoires dans les « Placeholders » que vous devez attacher avant la soumission de votre offre (vous allez constater aussi s’il y a des questions obligatoires à remplir). Ainsi, vous êtes recommandés de soumettre votre offre bien avant la date buttoir de clôture pour savoir quels sont exactement les documents requis à télécharger pour compléter votre soumission. Merci de noter que pour pouvoir accéder aux documents de l'Appel d'Offres la plateforme In-Tend, les soumissionnaires doivent : (i) être enregistrés sur UNGM ; (ii) avoir rempli les informations obligatoires demandées lors de votre enregistrement sur UNGM. Merci de vérifier que tous les fichiers soumis ne soient pas corrompus ou endommagés ; et prendre une attention particulière pour les fichiers compressés. Tous fichiers corrompus ou endommagés peuvent entrainer le rejet de la soumission. Tous les Soumissionnaires sont fortement recommandés de consulter régulièrement la plateforme In Tend pour vérifier s'il y a une extension soit de la date de clôture, soit des Messages, soit une notification ou une mise à jour sur le Dossier d'Appel d'Offres",https://www.ungm.org/Public/Notice/287260
287815,HQ25NF516_EOI Strategic Fund Partner to WFP / Fund Manager for World Food Invest,HQ25NF516_EOI,WFP,24-Dec-2025,14-Jan-2026 23:59 (GMT 1.00),Request for EOI,Multiple destinations,No,"countries or territories:
Multiple destinations (see the Countries or territories tab)",,,,,HQ25NF516_World Food Invest Teaser.pdf; HQ25NF516_EOI Strategic Fund Manager for World Food Invest_signed.pdf; Download all documents,"The WFP Private Partnerships division seeks to find a qualified fund manager to act as a strategic partner (‘Strategic Fund Partner’) in development and operationalisation of WFI. This partnership will build on work done by WFP in a previous design phase and will encompass the refinement of the fund’s strategy, the execution of fundraising activities as well as initial steps of operationalisation for the fund. In particular, the Strategic Fund Partner will be expected to run the first two of the below three phases, each critical to the fund’s success: - Phase 1- Review, refine and co-create the final fund design (first three months of the contract): In this initial phase, the Strategic Fund Partner will work closely with WFP’s teams to refine the WFI’s strategic, financial, and operational architecture. The work will involve a comprehensive review of the fund’s investment thesis, its target sectors, and geographical focus to ensure alignment with WFP’s mission and with broader market realities. - Phase 2 - Lead and coordinate the fundraising process (first six months of the contract): The Partner will be responsible for developing and executing a comprehensive fundraising strategy and roadmap that effectively engages public and private actors in order to mobilise capital in line with the Fund’s objectives. The Partner will be expected to work on the documentation (teaser, ppm etc.) of the Fund to effectively sell the project to potential investors. The Partner will also work on building visibility and engagement with the prospective investors through targeted promotion and relationship management. The success of this workstream will determine whether the WFI reaches first close, positioning the fund for launch and early investment activity. The purpose of this EOI is to identify suppliers with verified technical and financial capacity to become the pre-mentioned Strategic Fund Partner.",https://www.ungm.org/Public/Notice/287815
287825,DATE: 24 DECEMBER 2025 REQUEST FOR PROPOSAL: No. RFP/HCR/PZU/2025/008 FOR LAN AND SOLAR POWER FOR UNHCR OFFICE IN OMDURMAN CLOSING DATE AND TIME: 14 JANUARY 2026 – 23:59 HRS SUDAN LOCAL TIME,RFP/HCR/PZU/2025/008,UNHCR,24-Dec-2025,14-Jan-2026 23:59 (GMT 2.00),Request for proposal,Sudan,No,"countries or territories:
Sudan",,,,,RFP-HCR-PZU-2025-008 LAN ANd Solar Power.pdf; Annex A - Terms of Reference.docx; Annex B - Technical Evaluation Criteria.docx; Annex C - Financial Offer Form.docx; Annex F - Vendor Registration Form.pdf; Annex E - UNHCR General Conditions of Contract for the Provision of Services.pdf; Annex D - UN Supplier Code of Conduct.pdf; Annex D - UN Supplier Code of Conduct - Arabic.pdf; Download all documents,REQUEST FOR PROPOSAL: No. RFP/HCR/PZU/2025/008 FOR LAN AND SOLAR POWER FOR UNHCR OFFICE IN OMDURMAN CLOSING DATE AND TIME: 14 JANUARY 2026 – 23:59 HRS SUDAN LOCAL TIME,https://www.ungm.org/Public/Notice/287825
287894,Fourniture Equipements de Laboratoire,LITB-2025-9202000,UNICEF,26-Dec-2025,14-Jan-2026 23:59 (GMT 2.00),Invitation to bid,Burundi,No,"countries or territories:
Burundi",,,,,LITB-2025-9202000_Fourniture Equipements de Laboratoire.pdf; Download all documents,Fourniture Equipements de Laboratoire,https://www.ungm.org/Public/Notice/287894
288019,FOR SUPPLY AND DELIVERY OF FURNITURE AND HOME APPLIANCES TO UNHCR OFFICES IN KHARTOUM AND PORT SUDAN,ITB/HCR/PZU/2025/09,UNHCR,31-Dec-2025,14-Jan-2026 23:59 (GMT 2.00),Invitation to bid,Sudan,No,"countries or territories:
Sudan",,,,,Annex G - UN Supplier Code of Conduct.pdf; Annex G - UN Supplier Code of Conduct - Arabic.pdf; Annex F - General Conditions of Contract- Goods and Services F.pdf; Annex E - Vendor Registration Form English Rev Jun 2018.pdf; Annex C - Technical Evaluation Criteria.xlsx; Annex B - Financial Offer Form - Furnitures Khartoum GH.xlsx; Annex A - List of Requirements and Specifications - Furnitures Khartoum GH.xlsx; ITB-HCR-PZU-2025-09.pdf; Download all documents,FOR SUPPLY AND DELIVERY OF FURNITURE AND HOME APPLIANCES TO UNHCR OFFICES IN KHARTOUM AND PORT SUDAN,https://www.ungm.org/Public/Notice/288019
288044,"Package # 35 – AF2 IS: Rehabilitation of Irrigation Schemes of Bahr-e Ameq Canal in Sozma Qala District, Sar-e-Pul Province in the North/Mazar Region",2025/FAAFG/FAAFG/135183,FAO,31-Dec-2025,14-Jan-2026 23:59 (GMT 4.30),Invitation to bid,Afghanistan,No,"countries or territories:
Afghanistan",FAOAF-Procurement@fao.org,FAOAF-Procurement@fao.org,,,,"Package # 35 – AF2 IS: Rehabilitation of Irrigation Schemes of Bahr-e Ameq Canal in Sozma Qala District, Sar-e-Pul Province in the North/Mazar Region",https://www.ungm.org/Public/Notice/288044
288245,Appel à collaborateur extérieur - Elaborer des mécanismes pour l'établissement de rapports sur les statistiques de la protection sociale au sein des systèmes statistiques nationaux dans la zone UEMOA,rfx_3802_ROAF,ILO,07-Jan-2026,14-Jan-2026 23:59 (GMT 1.00),Call for individual consultants,Senegal,No,"countries or territories:
Senegal",,,,,ILO e-Sourcing - EXCOLL Supplier User Guide_English.pdf; ILO e-Sourcing - EXCOLL Supplier User Guide_Spanish.pdf; ILO e-Sourcing - EXCOLL Supplier User Guide_French.pdf; Download all documents,"Cher soumissionnaire, Le Bureau international du travail (BIT) recherche une personne pour travailler en tant que collaborateur extérieur. Vous trouverez ci-dessous un résumé du travail à effectuer: L- Elaborer une note initiale, qui comprend la méthodologie et les outils, le plan de travail et les grandes lignes du rapport de la mission à convenir avec l'OIT; - Réaliser une revue documentaire des systèmes statistiques nationaux des pays de l’UEMOA - Réaliser une revue documentaire des systèmes de production des statistiques de protection sociale des pays de l’UEMOA - Organiser des rencontres avec les principaux acteurs impliqués dans les systèmes de protection sociale des pays de l’UEMOA, sur la base d’un guide d’entretien détaillé sur les programmes et régimes existants - Elaborer un rapport diagnostic sur le cadre actuel de production des statistiques de protection sociale des pays de l’UEMOA - Analyser la possibilité de renforcer l'inclusion de la protection sociale dans le système statistique national, en particulier l'Enquête sur la sécurité sociale (SSI) et d'autres mécanismes de collecte de données; - Proposer des actions, des arrangements institutionnels et des recommandations pour l'intégration de la collecte systématique de données et des rapports sur la protection sociale dans le système statistique national; - Identifier les besoins de renforcement des capacités pour la collecte de données et l'intégration des rapports sur la protection sociale dans le système statistique national; Si vous êtes intéressé, veuillez manifester votre intérêt et suivre les instructions ci-jointes pour consulter le mandat détaillé et d'autres informations pertinentes sur la plateforme e-sourcing du BIT. Veuillez soumettre votre proposition avant la date limite indiquée. Nous vous remercions de votre attention.",https://www.ungm.org/Public/Notice/288245
288333,"Package # 2 – AF2 DIS: Demonstration of 3 Drip Irrigation Schemes in 3 district sites of 1. Abdul Raqib in Pacheragam, 2. Nazar Khan in Batikot of Nangarhar Province, and 3. Abdul Qadeem in Alishing of Laghman Province in the East/Jalalabad Regional Office",2026/FAAFG/FAAFG/135226,FAO,08-Jan-2026,14-Jan-2026 23:59 (GMT 4.30),Request for quotation,Afghanistan,No,"countries or territories:
Afghanistan",FAOAF-Procurement@fao.org,FAOAF-Procurement@fao.org,,,,"Package # 2 – AF2 DIS: Demonstration of 3 Drip Irrigation Schemes in 3 district sites of 1. Abdul Raqib in Pacheragam, 2. Nazar Khan in Batikot of Nangarhar Province, and 3. Abdul Qadeem in Alishing of Laghman Province in the East/Jalalabad Regional Office of Afghanistan.",https://www.ungm.org/Public/Notice/288333
288063,Supply of Plumbing Materials to the United Nations Interim Security Force For Abyei (UNISFA).,EOIUNISFA24053,UN Secretariat,31-Dec-2025,14-Jan-2026 23:59 (GMT -4.00),Request for EOI,Sudan,No,"countries or territories:
Sudan","Email address:
unisfa-scms-procurement@un.org
Ivan Turyasingura",unisfa-scms-procurement@un.org,,,,"1.The United Nations Interim Security Force for Abyei (UNISFA) is seeking qualified and experienced companies to supply plumbing materials. The plumbing materials are required to support the construction of waste management yards, shelters, recreation areas, water and sanitation platforms, facilities, which are all in-house works for UNISFA. 2. Vendor Performance and Eligibility: In line with the United Nations procurement principles of fairness, integrity, and transparency, UNISFA reserves the right to assess the past performance of vendors participating in this EOI. Any vendor, supplier, or contractor that has previously failed to deliver goods, services, or works in accordance with the terms and conditions of a contract or purchase order with UNISFA shall be considered non-performing. Such vendors will be disqualified from consideration under this EOI and will not be invited to participate in this specific procurement exercise. 3. Vendors currently registered at basic level in the United Nations Global Marketplace (UNGM) are encouraged to proceed and submit requirements for level 1 registration. 4. To be invited in the solicitation or awarded a contract, a vendor must be registered with the UN Secretariat through the UNGM. 5. All EOI responses must be submitted electronically online through UNGM. 6. Submission of the EOI does not constitute an obligation by the United Nations to include your company in this specific procurement exercise, neither does it assure that a respective tender exercise will be undertaken in due course. Specific Requirements/Information 7. Details of the requirement will be provided in the solicitation documents to the successfully invited companies.",https://www.ungm.org/Public/Notice/288063
287132,AI-based open-source search platform for detection and analysis of global risk and threat information,OTSB 311132,OPCW,15-Dec-2025,15-Jan-2026 00:00 (GMT 1.00),Invitation to bid,Netherlands,No,"countries or territories:
Netherlands",,,,,Annex B Specification.pdf; Download all documents,See Annex B Specifications attached,https://www.ungm.org/Public/Notice/287132
288253,Supply and Delivery of Ambulance vehicle for Magalo-cad MCH,30000018424,IOM,07-Jan-2026,15-Jan-2026 00:00 (GMT 3.00),Request for EOI,Somalia,No,"countries or territories:
Somalia",,,,,30000018424_SUPPLIER.pdf; Terms of Reference for EOI of the CFS in procuring Ambulance Magalo cad.docx; Download all documents,Prequalification of Local Construction Service Providers for Implementation of Co-Funding Supply and Delivery of Ambulance for Magalo-cad MCH,https://www.ungm.org/Public/Notice/288253
288320,Design and Operationalization of a Loan Loss Reserve Mechanism,30000018643,IOM,08-Jan-2026,15-Jan-2026 00:00 (GMT 3.00),Request for quotation,Somalia,No,"countries or territories:
Somalia",,,,,RSM_ service agreement TOR.docx; Detailed line item.xlsx; Download all documents,Design and Operationalization of a Loan Loss Reserve Mechanism,https://www.ungm.org/Public/Notice/288320
288053,Recruitment of International Individual Consultant,UNDP-ETH-00655,UNDP,31-Dec-2025,15-Jan-2026 04:00 (GMT -5.00),Call for individual consultants,Ethiopia,No,"countries or territories:
Ethiopia","Email address:
info.procurementet@undp.org
Surname:
EK or EW",info.procurementet@undp.org,,,,"Services/Work Description: International Individual Consultant Project/Programme Title: Support the establishment of the AfCFTA Private Sector Coordination Platform (PSCP) Duty Station: Home based with possibilities of travel (Travel related expenses covered by UNDP) Duration: 30 working days over three months Expected Start Date: Immediately After Concluding the Contract Agreement Proposal should be submitted directly in the portal no later than the indicated deadline. Please be guided by the attached ToR while preparing your proposal. Any request for clarification must be sent in writing via messaging functionality in the portal. UNDP will respond in writing including an explanation of the query without identifying the source of inquiry. Please indicate whether you intend to submit a bid by creating a draft response without submitting directly in the system. This will enable the system to send notifications in case of amendments of the tender requirements. Should you require further clarifications, kindly communicate using the messaging functionality in the system. Offers must be submitted directly in the system following this link: http://supplier.quantum.partneragencies.org using the profile you may have in the portal. In case you have never registered before, you can register a profile using the registration link shared via the procurement notice and following the instructions in guides available in UNDP website: https://www.undp.org/procurement/business/resources-for-bidders. Do not create a new profile if you already have one. Use the forgotten password feature in case you do not remember the password or the username from previous registration.",https://www.ungm.org/Public/Notice/288053
288102,Publishing and Production Services for a Coffee Table Book Documenting,UNDP-JOR-00618,UNDP,04-Jan-2026,15-Jan-2026 04:00 (GMT -5.00),Request for EOI,Jordan,No,"countries or territories:
Jordan","Email address:
offers.jo@undp.org
Surname:
PRC-UNDP-JOR",offers.jo@undp.org,,,,"UNDP invites interested and eligible suppliers to submit Expressions of Interest (EOIs) in respect of provision of the requirements described below. The purpose of the REOI is to identify suppliers that wish to participate in a forthcoming solicitation process. Please indicate whether you intend to submit a bid by creating a draft response without submitting directly in the system. This will enable the system to send notifications in case of amendments of the tender requirements. Should you require further clarifications, kindly communicate using the messaging functionality in the system. Offers must be submitted directly in the system following this link: http://supplier.quantum.partneragencies.org/ using the profile you may have in the portal. In case you have never registered before, you can register a profile using the registration link shared via the procurement notice and following the instructions in guides available in UNDP website: https://www.undp.org/procurement/business/resources-for-bidders. Do not create a new profile if you already have one. Use the forgotten password feature in case you do not remember the password or the username from previous registration.",https://www.ungm.org/Public/Notice/288102
287870,Feasibility Study and Localisation Roadmap CEDAW GR. 40,UNW-BIH-2025-00022,UN-Women,26-Dec-2025,15-Jan-2026 04:00 (GMT -5.00),Request for proposal,Bosnia and Herzegovina,No,"countries or territories:
Bosnia and Herzegovina","Email address:
unwomen.bih@unwomen.org
Surname:
UN Women",unwomen.bih@unwomen.org,,,,"Dear Sir/Madam, The United Nations Entity for Gender Equality and the Empowerment of Women, hereinafter referred to as UN Women hereby invites prospective vendors to submit a proposal(s) in accordance with the Request for Proposal (RFP) documents, including General Conditions of Contract (GCC) and the Terms of Reference as set out in this RFP. Existing Suppliers: Navigate to the Quantum Supplier Portal (http://supplier.quantum.partneragencies.org/) to log in to the system. New Suppliers: If you are viewing this notice on UNGM, click on ""Links"" tab >> ""Supplier Registration"" >> “Go to link” and you will be re-directed to the registration page of the Quantum Supplier Portal. To view the solicitation documents - click on ""Links"" tab >> ""Negotiation Document(s)"" >> “Go to link”. Please ensure to navigate to ""Please click on this link before accessing the Negotiation Document(s) link"" - this action needs to be done once to enable the access to the solicitation documents. For more information, see the “UN Women Quantum supplier guideline”.",https://www.ungm.org/Public/Notice/287870
288038,Supply and delivery of Power Bank,UNDP-MMR-00310,UNDP,31-Dec-2025,15-Jan-2026 05:30 (GMT -5.00),Request for quotation,Myanmar,No,"countries or territories:
Myanmar","Email address:
mmr.procurement@undp.org
Surname:
Procurement Unit",mmr.procurement@undp.org,,,,"UNDP kindly requests your quotation for the supply and delivery of Power Bank as detailed in Annex 1: Schedule of requirements of this RFQ. Interested suppliers must submit their offer directly in the system as instructed in the solicitation document, following the instructions in the available user guide. In case you have never registered before, you can register a profile using the registration link shared via the procurement notice and following the instructions in guides available in the UNDP website: https://www.undp.org/procurement/business/resources-for-bidders. Do not create a new profile if you already have one. Use the forgotten password feature in case you do not remember the password or the username from previous registration. Search for the specific tender using search filters and subscribe to the tender in order to get notifications in case of amendments of the tender document. If you need support with the online system, you can contact the contact details of this tender as indicated in the solicitation document. ATTENTION: Quotations shall be submitted only through Quantum Portal. Quotations shall not be submitted to any email addresses. Otherwise, such offers shall be disqualified. [UNDP OFFICE MYANMAR PROCUREMENT UNIT]",https://www.ungm.org/Public/Notice/288038
